PK_CLIENTE,NOME_CLIENTE,EMAIL_CLIENTE,TIPO_CLIENTE,CPFCNPJ_CLIENTE,TS_INCLUSAO,DATA_NASCIMENTO_CLEINTE,ENDERECO_CLIENTE,CEP_CLIENTE,UF_CLIENTE
828,Marcela Campos,silvabryan@example.org,PF,90741628511,2012-12-20T15:09:00.000Z,1957-01-03,"Feira Vinicius da Cunha, 82
Cônego Pinheiro 1ª Seção
82779-960 Pereira do Oeste / RR",80322032,RR
829,Levi Campos,breno01@example.com,PF,38451960251,2019-12-20T13:55:00.000Z,1970-08-14,"Viela Rodrigues, 38
Vila Aeroporto
98315976 Costela / PI",44003906,PI
830,Vitor Gabriel da Mota,lmoraes@example.org,PF,38174250662,2015-03-09T11:53:00.000Z,2006-03-11,"Vereda João Pedro Melo, 141
Cidade Nova
04348536 Nascimento / RN",93813205,RN
831,Alexia Souza,ysantos@example.org,PF,79186345273,2020-12-27T13:06:00.000Z,1966-01-19,"Favela Rodrigues, 62
Providencia
94259-772 Nogueira / CE",47657-827,CE
832,Leandro Barbosa,raquel68@example.org,PF,53187402941,2016-12-18T14:40:00.000Z,2001-01-30,"Praia da Paz, 57
Vera Cruz
04974-485 Campos das Flores / PB",10275669,PB
833,Anthony Moura,brenoviana@example.com,PF,41673908500,2022-05-23T14:22:00.000Z,1983-03-12,"Trecho de Barbosa, 9
Lagoinha Leblon
56609-518 Ferreira / ES",18876-575,ES
834,Milena da Conceição,ribeirodanilo@example.net,PF,87053491250,2015-07-01T12:17:00.000Z,1997-12-31,"Sítio Castro, 402
Casa Branca
94137-937 Cavalcanti / MS",86938123,MS
835,Carolina Rocha,maiteduarte@example.net,PF,08253764162,2022-07-03T13:46:00.000Z,1999-04-06,"Chácara Rafaela Araújo, 8
Vila Havaí
59749622 Gonçalves de Moraes / TO",09608-657,TO
836,Letícia Aragão,da-rochalivia@example.org,PF,46731089575,2020-03-08T15:55:00.000Z,1991-09-29,"Vale Caldeira, 93
Vila Santa Rosa
57555450 Lopes / GO",16237-083,GO
837,Guilherme Sales,rteixeira@example.org,PF,28143975673,2020-06-20T14:03:00.000Z,1997-09-12,"Núcleo Moura, 140
Teixeira Dias
26888409 Rocha da Praia / DF",87897-289,DF
838,Davi Lucas Rezende,cavalcantikamilly@example.org,PF,06928453729,2016-12-19T10:04:00.000Z,1997-12-25,"Campo Sales, 34
Santa Rita
90255-709 das Neves / RJ",34519-588,RJ
839,Pietro Azevedo,marinacardoso@example.com,PF,48562017353,2022-08-22T13:50:00.000Z,2006-10-26,"Residencial Evelyn Cunha, 82
Vila Independencia 1ª Seção
28676747 da Mata / RS",38118-687,RS
840,Bianca da Cruz,duartecarlos-eduardo@example.com,PF,68923410713,2022-11-14T13:31:00.000Z,1949-06-01,"Largo Ferreira
Vila Betânia
80366696 Pires / MS",03168134,MS
841,Igor Araújo,wgomes@example.net,PF,47568903184,2014-07-04T10:53:00.000Z,1987-08-12,"Morro Melo, 53
Alto Dos Pinheiros
15432-856 Jesus de Barbosa / MT",65269776,MT
842,Lívia Jesus,maria-juliada-conceicao@example.com,PF,59342768164,2019-06-07T10:17:00.000Z,2003-02-04,"Colônia Aragão, 517
Vitoria Da Conquista
94335-850 Costa das Flores / PE",64332372,PE
843,Joaquim Ramos,nunesana@example.com,PF,51208473905,2019-03-18T13:49:00.000Z,1995-12-07,"Feira Viana, 20
Fernão Dias
46268-065 Aragão do Campo / AL",55497-197,AL
844,Alice Almeida,nsilveira@example.net,PF,07961853448,2017-04-24T15:39:00.000Z,1986-05-02,"Pátio de Duarte, 437
Pindorama
03069090 Araújo / MT",33284958,MT
845,Marcela da Rocha,sophie84@example.org,PF,35869247047,2013-03-13T15:18:00.000Z,1981-12-16,"Pátio Alana Santos
Maria Tereza
29563-668 Monteiro / MT",53881-938,MT
846,Raquel da Conceição,dcastro@example.net,PF,40763851957,2021-10-01T10:45:00.000Z,1950-10-28,"Campo Francisco Teixeira, 69
Nova Esperança
42679-260 Dias das Flores / PE",87094-442,PE
847,Levi Barbosa,oliveiradavi-lucas@example.net,PF,02731598603,2018-09-09T11:25:00.000Z,1977-01-16,"Fazenda de Oliveira, 2
Vila Cemig
10324757 Peixoto / SE",78605533,SE
848,Maria Sophia das Neves,vitor-gabrielbarbosa@example.org,PF,29516037895,2019-06-03T13:44:00.000Z,1964-04-28,"Jardim de Almeida, 36
Vila Barragem Santa Lúcia
41804714 Dias de Nunes / MG",00837-549,MG
849,Isabelly Pinto,benjamin83@example.com,PF,16875239400,2018-10-22T15:14:00.000Z,1948-06-09,"Campo Pereira, 4
Vila De Sá
18461820 Correia de da Costa / SP",72481-205,SP
850,Isabelly Novaes,novaesleonardo@example.net,PF,38420175617,2022-05-25T13:51:00.000Z,2003-09-04,"Estação de Cavalcanti, 870
Alta Tensão 2ª Seção
97809697 Campos / GO",27776-089,GO
851,Gabriel Farias,joao-guilhermeviana@example.org,PF,89140267520,2019-12-17T11:33:00.000Z,1999-03-22,"Favela de Azevedo
Frei Leopoldo
46241-415 Almeida / PA",20956-652,PA
852,Luiza Porto,castrokamilly@example.net,PF,51298406315,2019-07-04T14:12:00.000Z,2004-12-06,"Rodovia Brenda Barros, 1
Aparecida 7ª Seção
74001204 Campos / GO",45304-884,GO
853,Leandro Fogaça,qalves@example.org,PF,32046159870,2014-09-12T12:11:00.000Z,1957-07-11,"Viela de Araújo, 89
Braúnas
91108851 Mendes / AP",18816-838,AP
854,Otávio Costela,arthursales@example.org,PF,34107682978,2021-01-12T15:55:00.000Z,1987-10-25,"Lago de Barbosa, 960
Jardinópolis
74725940 Viana das Flores / SP",51136321,SP
855,Enzo Barros,luiz-felipemelo@example.org,PF,16870349231,2016-03-22T16:53:00.000Z,1983-12-31,"Estação de da Cunha, 35
Marieta 1ª Seção
94595-494 Silveira / AM",97483-478,AM
856,Bernardo Porto,brendanunes@example.com,PF,65071298368,2021-05-04T12:13:00.000Z,1999-03-12,"Setor da Costa, 6
Vila Pilar
67285952 Araújo do Sul / RS",11299245,RS
857,Alexandre da Conceição,nicolas82@example.com,PF,79563428137,2014-07-10T12:25:00.000Z,1993-06-15,"Praça Augusto Rodrigues, 5
Padre Eustáquio
35017049 da Costa / ES",71512-196,ES
858,Ana Vitória Souza,ana-luizabarbosa@example.com,PF,48170369584,2022-10-11T13:40:00.000Z,1961-06-21,"Quadra Luiza Moraes, 11
Sion
91700-114 Porto Alegre / CE",75324331,CE
859,Guilherme Campos,carvalhoemanuelly@example.org,PF,84053169739,2022-02-05T11:20:00.000Z,1998-03-04,"Rua Silveira, 8
João Pinheiro
82400-860 Castro de Barros / TO",31058113,TO
860,Helena Oliveira,moreiraenzo@example.org,PF,68074395200,2015-04-06T15:49:00.000Z,1966-05-18,"Travessa de Oliveira, 98
Novo São Lucas
35813-607 Jesus / AL",70051-087,AL
861,Alana Gomes,yporto@example.net,PF,68194753228,2016-12-12T12:03:00.000Z,1980-10-18,"Rua de Cardoso, 68
Palmares
42780-382 Costela / AC",88873-350,AC
862,Ana Laura Silveira,clara07@example.net,PF,65832417062,2021-01-18T15:02:00.000Z,1994-06-22,"Alameda Alves, 83
Minaslandia
23257-914 Ramos / SP",29699-181,SP
863,Luiz Felipe Martins,danilo46@example.com,PF,15260798449,2022-12-13T12:24:00.000Z,1956-12-03,"Recanto de da Cunha
Conjunto Taquaril
40120908 Azevedo do Sul / TO",90471-261,TO
864,Enzo Rodrigues,ana-luizadias@example.net,PF,81054726949,2019-01-05T15:22:00.000Z,1968-09-18,"Conjunto Juliana Duarte, 82
Vista Alegre
32113748 da Conceição / RN",53590221,RN
865,Levi Viana,rezendelucas-gabriel@example.org,PF,82604397510,2019-12-18T16:53:00.000Z,1952-09-26,"Viaduto das Neves, 379
Coração Eucarístico
96128-916 da Paz Alegre / DF",72048-406,DF
866,Lucca Silva,barbaradias@example.org,PF,94270361506,2021-09-15T11:38:00.000Z,1952-11-24,"Lago de Correia, 39
Jardim Atlântico
89394959 Freitas / MS",25788873,MS
867,Kevin Lima,kamilly26@example.net,PF,93816504701,2010-10-06T15:52:00.000Z,1951-05-26,"Rodovia Arthur das Neves
Vila Nova Cachoeirinha 2ª Seção
92334096 Alves do Oeste / ES",12716-003,ES
868,Fernanda da Paz,agatha02@example.org,PF,49352781023,2021-03-20T12:49:00.000Z,2000-01-17,"Estrada Rafaela Castro, 49
Palmares
98234-903 Moraes / GO",16491576,GO
869,Benício Moraes,sarah15@example.org,PF,19450327823,2020-11-17T13:08:00.000Z,1984-07-06,"Vale de da Rocha, 31
Vila Calafate
57952-050 Peixoto de Campos / MA",69613-287,MA
870,Maysa Costa,ida-rosa@example.org,PF,86403712969,2021-09-08T13:13:00.000Z,2000-01-23,"Jardim de Cardoso
Alto Caiçaras
76789911 Gomes da Praia / MT",07873-123,MT
871,Gustavo Henrique Freitas,oliveirahenrique@example.net,PF,26174305880,2014-05-11T14:08:00.000Z,1979-07-24,"Praia Fernandes, 81
Vista Alegre
36676-383 Gomes de Moraes / BA",65385-422,BA
872,Stella Teixeira,da-costacaue@example.net,PF,29573410850,2018-09-23T11:56:00.000Z,1990-04-10,"Lagoa de Oliveira, 3
Novo São Lucas
61722185 Ferreira / DF",03412726,DF
873,Lucca Duarte,nicolelopes@example.net,PF,17604325980,2021-01-07T15:20:00.000Z,1948-11-19,"Lagoa Beatriz Correia, 93
Madre Gertrudes
06474810 Costa / ES",04783273,ES
874,Miguel da Paz,luna20@example.org,PF,93165724873,2018-03-26T13:15:00.000Z,1955-02-14,"Passarela Rodrigues, 810
Monte São José
17229-481 Araújo / MS",04785209,MS
875,Marina da Rosa,valentinamartins@example.net,PF,74216095399,2022-02-26T11:35:00.000Z,1975-01-27,"Loteamento de Nunes
Nova Pampulha
91268-093 Carvalho de Moraes / SE",16586098,SE
876,Clarice Aragão,novaesbenicio@example.com,PF,69480275392,2021-07-07T10:32:00.000Z,2002-05-15,"Conjunto de Melo, 429
Carmo
92613-372 da Mota / AM",35095242,AM
877,Clarice Duarte,kaique46@example.net,PF,67092183413,2018-07-06T13:02:00.000Z,1965-09-08,"Ladeira Maria Julia Araújo, 61
Pompéia
18875712 Ribeiro / SP",29661849,SP
878,Diogo Moreira,joao-vitor25@example.org,PF,80721649378,2019-04-26T14:03:00.000Z,2004-09-29,"Largo Costela, 393
Vila Sumaré
67865957 Araújo de Barbosa / AP",75610-319,AP
879,Diogo Lopes,monteiroanthony@example.com,PF,31542896746,2012-11-06T14:49:00.000Z,1961-08-14,"Vale Vinicius Moraes, 4
Coração De Jesus
45136-087 Lima Paulista / TO",52443-179,TO
880,Larissa Farias,da-pazpedro-miguel@example.net,PF,60185923470,2020-05-03T12:39:00.000Z,1958-01-13,"Quadra Sofia da Costa, 866
Santa Isabel
10844096 da Mata / BA",86680-871,BA
881,André Alves,da-conceicaoyasmin@example.com,PF,23109567407,2018-03-14T16:07:00.000Z,1966-10-07,"Colônia de Oliveira, 61
Santa Rosa
18108280 Pinto do Campo / RJ",31556425,RJ
882,João Miguel Freitas,fariasvitoria@example.com,PF,30925684783,2018-06-15T11:57:00.000Z,1985-08-14,"Estação Aragão
Vila Canto Do Sabiá
20517-106 Barros Verde / RR",32566427,RR
883,João Felipe Carvalho,fernandesdavi-lucca@example.net,PF,94250167801,2022-10-01T12:14:00.000Z,1956-05-04,"Aeroporto de Nogueira, 90
João Alfredo
22226280 Freitas / MG",12309-848,MG
884,Alícia Martins,lunafernandes@example.com,PF,82314596773,2018-05-14T14:24:00.000Z,1990-12-19,"Viaduto Maria Sophia Ribeiro
Etelvina Carneiro
80597-010 Caldeira Verde / DF",44710621,DF
885,Júlia Martins,alanaribeiro@example.org,PF,70628594194,2016-08-22T14:07:00.000Z,1984-06-14,"Estrada da Costa, 997
Tupi B
63100298 Duarte das Pedras / RJ",65943907,RJ
886,Luna Dias,da-cruzlara@example.org,PF,94381627040,2019-09-15T12:52:00.000Z,1979-12-13,"Vereda de Aragão, 9
Alípio De Melo
55430-448 Gonçalves de Minas / PE",44374-806,PE
887,João Pedro Carvalho,rebeca96@example.com,PF,40672853965,2017-05-07T10:03:00.000Z,1965-12-24,"Praia de Costa, 951
Confisco
74772890 Barros / MG",71041158,MG
888,Pedro Miguel Carvalho,talves@example.net,PF,13728904597,2021-02-22T15:25:00.000Z,1986-10-21,"Distrito de Nunes, 769
Vila Nova Cachoeirinha 3ª Seção
32442603 da Rosa / MT",39636261,MT
889,Isis Ramos,oduarte@example.com,PF,98175263059,2017-05-07T13:01:00.000Z,1981-01-21,"Vila de Porto, 98
Marmiteiros
25123-312 Mendes Alegre / RJ",42622-494,RJ
890,Isabelly Souza,oalves@example.com,PF,07613952452,2021-12-16T13:53:00.000Z,1955-01-31,"Passarela Mirella Rodrigues
Jardinópolis
55328143 Nascimento do Norte / AP",55764-576,AP
891,Lucas Duarte,davi-luccada-conceicao@example.net,PF,03467925847,2017-12-18T13:54:00.000Z,1978-03-05,"Esplanada Sarah Moreira, 67
Vila São Rafael
66004065 Rocha / SE",79537-600,SE
892,Luiz Henrique das Neves,amandadias@example.net,PF,57289460111,2011-05-26T16:05:00.000Z,1983-10-25,"Favela Ramos, 39
Copacabana
50221-733 da Mota de Minas / AP",61284895,AP
893,Eduardo Freitas,arthur16@example.org,PF,25861734909,2012-09-18T16:37:00.000Z,1988-10-02,"Colônia Silveira, 5
Vila Inestan
39952135 Barros / AL",13165197,AL
894,Pedro Jesus,lucas16@example.net,PF,72390451616,2022-04-21T12:34:00.000Z,1969-01-23,"Estrada Novaes, 6
Nova Cachoeirinha
18879860 Porto do Oeste / GO",45212215,GO
895,Nina Teixeira,cpinto@example.org,PF,65372184035,2016-01-23T13:33:00.000Z,1971-01-28,"Sítio Yago da Cruz, 5
Gameleira
37563323 Silveira de Farias / AL",30566528,AL
896,Beatriz Cardoso,vmendes@example.org,PF,58142690306,2017-12-16T14:10:00.000Z,1991-08-04,"Viaduto da Rocha, 732
João Paulo Ii
05700-756 Castro / RJ",57028-315,RJ
897,Erick Melo,ramosleandro@example.net,PF,28704516362,2017-10-17T13:10:00.000Z,1957-10-11,"Sítio Correia, 63
Vila Esplanada
15799-330 Dias das Flores / MT",11614-997,MT
898,Nina Correia,diogo38@example.com,PF,97236541052,2014-02-22T10:13:00.000Z,1977-10-25,"Vila Sales, 77
Madre Gertrudes
50989780 Farias dos Dourados / AM",91789-266,AM
899,Valentina Rodrigues,meloluiza@example.net,PF,09784165384,2021-02-27T15:17:00.000Z,1960-09-25,"Rodovia Carolina Campos, 5
Universitário
84588428 Araújo do Sul / TO",15043-958,TO
900,Ana Júlia Novaes,peixotonoah@example.com,PF,53610987286,2014-06-14T10:36:00.000Z,1997-05-19,"Praia Nascimento, 6
Belvedere
16500-052 Silva / SC",46347461,SC
901,Ana Julia Monteiro,joao-lucasbarbosa@example.com,PF,85472693128,2011-06-12T14:50:00.000Z,1997-05-31,"Aeroporto Alexandre Campos, 83
Nova Gameleira
47082916 Moreira / PB",09913-351,PB
902,Yasmin Ferreira,evelyn74@example.net,PF,69401253889,2018-09-07T12:55:00.000Z,2004-07-27,"Largo de Lopes, 32
Estrela Do Oriente
33734-428 Moura / RR",24372306,RR
903,Gabriela Fernandes,isantos@example.org,PF,19526473809,2018-07-14T15:46:00.000Z,1975-11-13,"Pátio da Mata, 31
Rio Branco
45255441 Pinto / AC",78060-691,AC
904,Matheus Cunha,da-pazbruna@example.net,PF,67139528446,2021-07-11T12:33:00.000Z,1959-12-12,"Rua Pedro Miguel Peixoto
Barroca
25427-783 Ferreira / RS",85996-592,RS
905,Isis Viana,ramosdavi-lucas@example.org,PF,81560927321,2011-08-09T13:18:00.000Z,1980-10-30,"Praia Enzo Gabriel Costela, 14
Vila Jardim São José
58529748 Teixeira / RR",67182984,RR
906,Eloah Lima,camila29@example.org,PF,21593407823,2021-05-18T13:20:00.000Z,2001-01-07,"Rodovia de das Neves, 697
Santa Terezinha
97573-596 Pinto / PB",38021-685,PB
907,Emanuella Carvalho,mouraana-luiza@example.org,PF,84063925170,2016-04-20T15:24:00.000Z,1947-01-27,"Morro de Pires, 27
Vila São Paulo
88565-872 Silveira de Mendes / RJ",32678-217,RJ
908,Carlos Eduardo Lopes,zoliveira@example.com,PF,28904376122,2015-04-11T15:15:00.000Z,1944-10-02,"Lagoa de Jesus, 25
Vila Independencia 1ª Seção
19219744 Sales das Pedras / CE",61745823,CE
909,Rodrigo Rezende,nathan32@example.net,PF,45867092194,2017-08-01T12:58:00.000Z,1966-07-14,"Fazenda Ana Luiza Correia, 769
Mariquinhas
00552-737 Monteiro / RR",95667-383,RR
910,Nina Fogaça,souzaisis@example.net,PF,28095176303,2018-01-09T12:25:00.000Z,1993-12-08,"Residencial Cunha, 21
Santana Do Cafezal
77501656 Nascimento / AL",72210-418,AL
911,Cauã Lima,kmartins@example.org,PF,39684501757,2022-03-08T12:23:00.000Z,1976-12-13,"Pátio de Rezende, 10
Braúnas
82808018 Azevedo / MT",27846-336,MT
912,Leandro Campos,salesluiz-miguel@example.net,PF,84931627013,2021-08-25T14:07:00.000Z,2004-06-07,"Quadra Nicolas da Cunha, 1
Estrela Do Oriente
10799379 Farias / RO",57302-730,RO
913,Lucas da Rosa,olivianascimento@example.net,PF,70836924592,2019-04-12T12:43:00.000Z,1954-02-07,"Vale Pedro das Neves
Acaiaca
17917-904 da Rosa / RJ",32044-025,RJ
914,Nicolas Porto,ocunha@example.org,PF,80342197622,2015-02-20T12:02:00.000Z,1999-04-12,"Feira de da Paz, 96
Serra Do Curral
59466-149 Gomes de da Rocha / TO",84655-019,TO
915,Isabelly Silva,fernandacavalcanti@example.com,PF,48912607340,2015-11-21T10:20:00.000Z,1983-05-30,"Passarela de Novaes, 40
Califórnia
18299962 Duarte do Campo / PE",85430-070,PE
916,Cauã Peixoto,pintoemanuelly@example.net,PF,60173952895,2013-05-19T15:23:00.000Z,1945-04-05,"Fazenda Bianca Martins, 96
Penha
80432-112 da Mata do Amparo / AM",07585-026,AM
917,Cauê Souza,rochaana-livia@example.com,PF,01894273613,2020-07-08T11:03:00.000Z,1971-07-29,"Morro Silveira, 74
Marmiteiros
07324626 Caldeira de Castro / RJ",05984332,RJ
918,Isaac Nogueira,julianacardoso@example.net,PF,19523706802,2014-08-16T12:24:00.000Z,1963-05-26,"Condomínio Luiz Felipe Almeida, 91
Nossa Senhora Do Rosário
63235-847 Cardoso do Campo / BA",46834-209,BA
919,Lavínia Lima,da-pazmariana@example.net,PF,84501637900,2017-06-10T10:58:00.000Z,1978-01-13,"Trecho de da Rosa, 67
Garças
01302-333 da Mota da Mata / AM",03720-497,AM
920,Murilo Farias,otavio21@example.org,PF,43107928631,2022-11-11T10:45:00.000Z,1960-03-02,"Esplanada Farias, 926
Heliopolis
61000-447 Barros Grande / SE",20775-963,SE
921,Heitor Cavalcanti,rgoncalves@example.com,PF,70982615302,2017-08-09T13:59:00.000Z,1950-10-13,"Vila Lima, 47
Vitoria Da Conquista
58876-621 Silveira / RS",46154-666,RS
922,Lucas Gabriel Santos,ana-clara77@example.org,PF,37569810295,2018-03-12T12:21:00.000Z,1943-11-03,"Rodovia Gomes
Santana Do Cafezal
25394-023 Farias / SP",74365283,SP
923,Leonardo Vieira,fnovaes@example.org,PF,07682915420,2021-01-15T11:12:00.000Z,1984-08-22,"Vila Ana Laura Carvalho, 4
Belmonte
19320100 Melo / BA",55765-821,BA
924,Caio Dias,moraesmarina@example.org,PF,97586043175,2017-02-09T13:41:00.000Z,1956-02-07,"Lago Costa, 36
Túnel De Ibirité
28910-260 Farias / AM",63527-553,AM
925,Ana Carolina Martins,raquelda-cunha@example.net,PF,28570649347,2020-08-11T14:45:00.000Z,1954-03-04,"Feira Nunes, 81
Vila Independencia 1ª Seção
37600-448 Azevedo / GO",39674924,GO
926,Stephany Freitas,eloahpires@example.org,PF,84957016267,2015-12-17T14:33:00.000Z,1956-01-24,"Recanto Lívia Silva, 738
Mirante
71621-357 Vieira de Minas / PB",60473-661,PB
927,Cauã Lopes,ana-clara31@example.org,PF,93246815755,2017-07-22T10:19:00.000Z,1970-03-02,"Setor Thales Almeida, 36
Mariano De Abreu
57583777 Rezende Verde / RR",74082397,RR
928,Manuela Campos,da-cruzthales@example.net,PF,02153497680,2020-10-17T16:27:00.000Z,1954-09-20,"Núcleo Sarah da Rocha, 51
Das Industrias I
62587-135 das Neves / AC",06817429,AC
929,Bruna da Cruz,maysa99@example.org,PF,71986243591,2022-08-09T15:52:00.000Z,1988-10-12,"Quadra Matheus Azevedo, 2
Monte São José
04649-983 da Conceição / PE",65329292,PE
930,João Pedro Alves,vianaraquel@example.org,PF,63520149761,2022-04-13T13:52:00.000Z,2004-09-21,"Área da Costa, 69
Caiçaras
05308307 Mendes da Prata / SC",54928637,SC
931,Maria Pinto,davi-lucca15@example.net,PF,04318795675,2018-03-12T12:11:00.000Z,1947-04-29,"Via de Oliveira, 5
Conjunto Califórnia Ii
44506-367 Jesus da Mata / PI",34960-400,PI
932,Maria Cecília da Costa,hcaldeira@example.org,PF,48062579158,2016-02-06T16:36:00.000Z,1982-10-28,"Vila de Novaes, 353
Urca
31088108 Monteiro / AC",61794-549,AC
933,Juliana Lima,da-cunhajulia@example.net,PF,60741598230,2021-02-13T15:12:00.000Z,1969-03-23,"Loteamento de Monteiro, 2
Alto Das Antenas
78654102 Rodrigues / PI",19874243,PI
934,Igor Azevedo,isisda-mota@example.com,PF,72840956101,2010-01-27T16:03:00.000Z,2001-12-10,"Estação Rafaela Moura, 49
Embaúbas
98399-955 Rocha de Sales / RR",83956475,RR
935,Heloísa Caldeira,nicole62@example.net,PF,97028514676,2018-12-04T15:13:00.000Z,1968-11-15,"Setor Jesus, 2
Vila Canto Do Sabiá
32056-771 Costa de Azevedo / MG",39627566,MG
936,Breno da Rosa,anovaes@example.net,PF,37265914007,2022-03-06T16:17:00.000Z,1956-01-26,"Aeroporto da Luz, 88
Maravilha
42481-912 Dias do Oeste / AP",11509787,AP
937,Luna Correia,jda-mota@example.net,PF,10354278690,2022-03-22T14:34:00.000Z,1945-11-29,"Vila Noah Ramos, 65
Maria Goretti
10588-026 Ribeiro / PA",50583-495,PA
938,Alexandre Rocha,carvalhopaulo@example.org,PF,04358916260,2018-09-02T15:04:00.000Z,1963-08-08,"Vila Luiz Felipe da Luz, 4
Vila Piratininga Venda Nova
87123267 Barbosa / RN",39435-302,RN
939,Maysa Martins,eduardacaldeira@example.net,PF,50271364980,2022-10-06T15:32:00.000Z,1989-04-06,"Praça Cardoso, 74
Tupi A
44696865 Ferreira / SE",48061834,SE
940,Pietro da Mata,melocaua@example.org,PF,76059382177,2016-10-18T15:13:00.000Z,1962-05-29,"Largo de Melo, 596
Ouro Minas
76162955 da Mata / RS",37718-296,RS
941,Alice Aragão,da-matalaura@example.org,PF,32018465970,2016-11-20T16:09:00.000Z,1993-06-29,"Chácara Araújo, 7
Buraco Quente
20373144 Costa / PA",00732564,PA
942,Ana Clara da Luz,nicoleduarte@example.net,PF,62305917821,2014-04-06T16:39:00.000Z,1995-09-26,"Via Calebe da Luz, 35
Castanheira
47853-748 da Rosa / RR",24685-926,RR
943,Luiz Gustavo Cardoso,mfernandes@example.org,PF,98460127303,2017-02-22T10:44:00.000Z,1968-01-21,"Feira Isadora Moreira, 86
Ouro Minas
25323485 Jesus / DF",21990-086,DF
944,Rebeca Moura,cardosoleticia@example.org,PF,76942510858,2021-11-21T13:05:00.000Z,2007-06-02,"Alameda de Rocha, 350
Manacas
98244920 da Conceição Verde / MT",66800481,MT
945,Kaique Cavalcanti,novaesenzo-gabriel@example.org,PF,04782965338,2018-05-15T14:51:00.000Z,1997-01-20,"Núcleo Maysa da Mota, 81
Vila Cemig
41857-812 Dias do Oeste / ES",20080276,ES
946,João Gabriel Cavalcanti,levi78@example.com,PF,20367819503,2022-01-05T12:56:00.000Z,1954-05-31,"Conjunto de Ramos, 7
Maravilha
25233421 Campos / RN",91595829,RN
947,Pedro da Luz,ryancosta@example.net,PF,83201746517,2021-08-10T11:21:00.000Z,1956-01-03,"Passarela Leandro Cardoso, 82
Vila São Geraldo
86938-977 das Neves do Campo / MS",39393914,MS
948,Alice Fernandes,da-mataluna@example.org,PF,53682091777,2019-10-02T13:03:00.000Z,2003-10-08,"Residencial de Pereira, 21
Ventosa
62717655 Santos / SP",59921-214,SP
949,André Pinto,monteiroraul@example.com,PF,70265418380,2016-01-20T14:24:00.000Z,1950-03-29,"Viela Fernandes
Dom Cabral
54606-020 Moreira Grande / RR",73897472,RR
950,Isabelly da Cruz,da-rosajulia@example.net,PF,46378192022,2017-07-25T15:59:00.000Z,1979-02-03,"Parque Barros, 6
Cidade Jardim
48133-180 Cardoso / RN",06641442,RN
951,Murilo Santos,irodrigues@example.com,PF,53978264056,2018-01-19T10:09:00.000Z,1992-09-04,"Lago de Barbosa, 23
São Francisco Das Chagas
14938-044 Dias / RR",83490748,RR
952,Lucas Rezende,ana-laurafogaca@example.com,PF,61258037912,2019-05-23T15:51:00.000Z,1972-04-06,"Vereda das Neves
Vila Oeste
32496-465 Pires da Serra / AL",49657318,AL
953,Marina das Neves,isiscaldeira@example.net,PF,07462859149,2021-02-02T15:45:00.000Z,2002-11-17,"Ladeira André Santos, 27
Santa Lúcia
55177623 Costela de Farias / RJ",73643-870,RJ
954,Ana Beatriz Moura,mendesalexia@example.org,PF,92867350140,2018-03-18T16:26:00.000Z,1981-03-22,"Núcleo de Cavalcanti, 42
Granja De Freitas
26417928 Gonçalves / TO",00928-376,TO
955,Danilo Pereira,jfreitas@example.org,PF,17432086508,2022-08-09T13:51:00.000Z,1993-04-23,"Distrito de Carvalho, 447
Vila Minaslandia
20252-443 Cavalcanti / MS",76426-405,MS
956,Lorena Costela,rebeca47@example.org,PF,79182650411,2020-08-05T12:57:00.000Z,1992-03-17,"Recanto Fernanda Alves, 9
Vila Nova Dos Milionarios
55279-384 Gomes do Norte / ES",56726274,ES
957,Isis Almeida,tcastro@example.net,PF,82394761555,2014-12-25T10:42:00.000Z,1980-10-08,"Parque João Gabriel da Cunha, 6
Pedreira Padro Lopes
75027482 Rezende da Prata / AC",05214630,AC
958,Pietro Cardoso,pedro12@example.com,PF,86315492070,2015-05-04T13:19:00.000Z,1954-11-13,"Sítio Gonçalves
Cidade Jardim
38520016 Costela / DF",36883-264,DF
959,Gabriela Porto,da-costaisadora@example.org,PF,67198450202,2014-07-26T12:23:00.000Z,1980-01-05,"Setor de Ferreira, 67
Nazare
06282416 Vieira Verde / GO",58878-945,GO
960,Marcela Lima,thiagoaraujo@example.com,PF,37085614226,2019-03-07T13:58:00.000Z,1990-09-21,"Setor Stephany Correia
Vila Engenho Nogueira
02101-190 Jesus de Araújo / ES",63508-907,ES
961,Bruno Rodrigues,das-neveskevin@example.net,PF,46792083500,2018-07-09T13:41:00.000Z,2008-05-30,"Viela de Cardoso, 67
Comiteco
83998-556 Peixoto Paulista / AM",66838-576,AM
962,Lavínia Moraes,emanuellarodrigues@example.org,PF,16584027317,2018-09-16T11:34:00.000Z,1978-05-13,"Feira de Ribeiro, 911
Vila Santa Rosa
35963294 Araújo / PI",32093513,PI
963,Luna Moreira,augustorocha@example.org,PF,37512084617,2016-01-19T11:46:00.000Z,1978-02-08,"Feira de Carvalho
Camargos
88162-533 Ribeiro / PE",74044-781,PE
964,Cecília Rodrigues,luiz-otavio40@example.com,PF,62980475300,2017-05-23T11:29:00.000Z,1978-06-29,"Núcleo Ana Laura Vieira, 18
São Jorge 1ª Seção
62793-819 Gomes de Minas / PR",94647-081,PR
965,Luiz Gustavo Silveira,ana-liviacarvalho@example.org,PF,17368529491,2015-08-23T15:58:00.000Z,1984-04-03,"Morro de Monteiro
Santa Tereza
01406829 Moreira das Pedras / DF",03466559,DF
